,index,open_time,open,high,low,close,volume,close_time,quote_asset_volume,number_of_trades,taker_buy_base_asset_volume,taker_buy_quote_asset_volume,ignore,strategy_signal,BAH_signal,SAH_signal,qty,balance,portfolio_value,BAH_portfolio_value,SAH_portfolio_value
3259,3259,2023-10-29 18:00:00+02:00,34462.6,34470.4,34382.0,34405.6,5354.753,2023-10-29 18:59:59.999000+02:00,184298883.2081,89632,2497.894,85971558.8516,0.0,StrategySignal.DO_NOTHING,StrategySignal.DO_NOTHING,StrategySignal.DO_NOTHING,3.4081768980137146,0.0,117080.37108230065,116672.54964136129,83296.38907152272
3260,3260,2023-10-29 19:00:00+02:00,34405.6,34773.8,34386.0,34575.6,21789.673,2023-10-29 19:59:59.999000+02:00,754783797.73297,253311,11685.139,404631016.49995,0.0,StrategySignal.DO_NOTHING,StrategySignal.DO_NOTHING,StrategySignal.DO_NOTHING,3.4081768980137146,0.0,117659.76115496298,117249.08466586402,82719.79939257972
3261,3261,2023-10-29 20:00:00+02:00,34575.6,34769.3,34573.2,34697.5,10440.711,2023-10-29 20:59:59.999000+02:00,362158882.21068,168822,5238.204,181683787.20708,0.0,StrategySignal.DO_NOTHING,StrategySignal.DO_NOTHING,StrategySignal.DO_NOTHING,3.4081768980137146,0.0,118075.21791883087,117662.49419225747,82306.35067573766
3262,3262,2023-10-29 21:00:00+02:00,34697.4,34718.2,34518.5,34571.5,7512.073,2023-10-29 21:59:59.999000+02:00,259928904.96482,116213,2926.985,101274031.04276,0.0,StrategySignal.DO_NOTHING,StrategySignal.DO_NOTHING,StrategySignal.DO_NOTHING,3.4081768980137146,0.0,117645.78762968113,117235.17999762602,82733.70537895423
3263,3263,2023-10-29 22:00:00+02:00,34571.6,34650.0,34537.1,34588.2,4329.483,2023-10-29 22:59:59.999000+02:00,149780585.5771,76659,2155.395,74577789.9381,0.0,StrategySignal.DO_NOTHING,StrategySignal.DO_NOTHING,StrategySignal.DO_NOTHING,3.4081768980137146,0.0,117702.70418387796,117291.81608532717,82677.06392225808
3264,3264,2023-10-29 23:00:00+02:00,34588.2,34669.6,34400.0,34444.8,6114.228,2023-10-29 23:59:59.999000+02:00,211257828.93293,93045,2410.972,83348598.8761,0.0,StrategySignal.DO_NOTHING,StrategySignal.DO_NOTHING,StrategySignal.DO_NOTHING,3.4081768980137146,0.0,117213.97161670281,116805.49183524665,83163.43427496644
3265,3265,2023-10-30 00:00:00+02:00,34444.7,34746.7,34443.3,34708.2,8009.719,2023-10-30 00:59:59.999000+02:00,277283345.61821,117121,4658.705,161265482.25131,0.0,StrategySignal.DO_NOTHING,StrategySignal.DO_NOTHING,StrategySignal.DO_NOTHING,3.4081768980137146,0.0,118111.6854116396,117698.78198497616,82270.0594430042
3266,3266,2023-10-30 01:00:00+02:00,34708.1,34713.7,34457.6,34528.6,8040.553,2023-10-30 01:59:59.999000+02:00,278007745.09106,109929,3337.658,115370342.5957,0.0,StrategySignal.DO_NOTHING,StrategySignal.DO_NOTHING,StrategySignal.DO_NOTHING,3.4081768980137146,0.0,117499.57684075634,117089.6896885015,82879.20948028749
3267,3267,2023-10-30 02:00:00+02:00,34528.6,34578.8,34458.0,34467.0,5282.109,2023-10-30 02:59:59.999000+02:00,182333335.4098,77668,2447.347,84490141.7648,0.0,StrategySignal.DO_NOTHING,StrategySignal.DO_NOTHING,StrategySignal.DO_NOTHING,3.4081768980137146,0.0,117289.6331438387,116880.7805266817,83088.13844630448
3268,3268,2023-10-30 03:00:00+02:00,34467.1,34532.8,34416.0,34431.3,4989.917,2023-10-30 03:59:59.999000+02:00,172041060.59133,76987,2457.526,84735584.4421,0.0,StrategySignal.DO_NOTHING,StrategySignal.DO_NOTHING,StrategySignal.DO_NOTHING,3.4081768980137146,0.0,117167.96122857962,116759.70817153613,83209.2222788825
3269,3269,2023-10-30 04:00:00+02:00,34431.3,34431.4,34179.0,34328.5,17365.791,2023-10-30 04:59:59.999000+02:00,595616535.30874,204804,7911.592,271368109.6219,0.0,StrategySignal.DO_NOTHING,StrategySignal.DO_NOTHING,StrategySignal.DO_NOTHING,3.4081768980137146,0.0,116817.6006434638,116411.07405083682,83557.88944944333
3270,3270,2023-10-30 05:00:00+02:00,34328.5,34335.0,34241.7,34276.5,4577.138,2023-10-30 05:59:59.999000+02:00,156949822.7118,74364,2144.165,73522612.3486,0.0,StrategySignal.DO_NOTHING,StrategySignal.DO_NOTHING,StrategySignal.DO_NOTHING,3.4081768980137146,0.0,116640.3754447671,116234.72216098892,83734.25805712001
3271,3271,2023-10-30 06:00:00+02:00,34276.6,34355.9,34222.3,34324.2,5303.021,2023-10-30 06:59:59.999000+02:00,181913328.9151,76159,2764.389,94838870.3674,0.0,StrategySignal.DO_NOTHING,StrategySignal.DO_NOTHING,StrategySignal.DO_NOTHING,3.4081768980137146,0.0,116802.94548280233,116396.49110609939,83572.4737766166
3272,3272,2023-10-30 07:00:00+02:00,34324.2,34358.7,34223.0,34261.6,5929.563,2023-10-30 07:59:59.999000+02:00,203326083.9257,88594,2456.023,84222231.9924,0.0,StrategySignal.DO_NOTHING,StrategySignal.DO_NOTHING,StrategySignal.DO_NOTHING,3.4081768980137146,0.0,116589.59360898667,116184.1905617825,83784.79444662738
3273,3273,2023-10-30 08:00:00+02:00,34261.6,34329.0,34182.0,34303.1,6512.68,2023-10-30 08:59:59.999000+02:00,223133963.4524,96177,3188.01,109244597.5962,0.0,StrategySignal.DO_NOTHING,StrategySignal.DO_NOTHING,StrategySignal.DO_NOTHING,3.4081768980137146,0.0,116731.03295025424,116324.93293541111,83644.03873088541
3274,3274,2023-10-30 09:00:00+02:00,34303.2,34349.0,34104.0,34191.7,14434.341,2023-10-30 09:59:59.999000+02:00,493910058.80831,174970,6287.726,215167358.4637,0.0,StrategySignal.DO_NOTHING,StrategySignal.DO_NOTHING,StrategySignal.DO_NOTHING,3.4081768980137146,0.0,116351.36204381552,115947.13292523696,84021.87455579276
3275,3275,2023-10-30 10:00:00+02:00,34191.8,34449.8,34161.7,34385.6,14576.44,2023-10-30 10:59:59.999000+02:00,500372702.12353,191032,7573.789,260013557.22113,0.0,StrategySignal.DO_NOTHING,StrategySignal.DO_NOTHING,StrategySignal.DO_NOTHING,3.4081768980137146,0.0,117012.20754434037,116604.72199141979,83364.22315139837
3276,3276,2023-10-30 11:00:00+02:00,34385.5,34700.0,34385.1,34537.4,20602.598,2023-10-30 11:59:59.999000+02:00,711877828.63271,238166,11085.543,383018317.09291,0.0,StrategySignal.DO_NOTHING,StrategySignal.DO_NOTHING,StrategySignal.DO_NOTHING,3.4081768980137146,0.0,117529.56879745887,117119.53385447578,82849.3624851422
3277,3277,2023-10-30 12:00:00+02:00,34537.4,34590.0,34428.4,34540.9,10112.582,2023-10-30 12:59:59.999000+02:00,349006986.3664,134668,4928.641,170110197.0828,0.0,StrategySignal.DO_NOTHING,StrategySignal.DO_NOTHING,StrategySignal.DO_NOTHING,3.4081768980137146,0.0,117541.49741660192,117131.40369321554,82837.49152116396
3278,3278,2023-10-30 13:00:00+02:00,34540.8,34677.0,34477.0,34627.9,9457.938,2023-10-30 13:59:59.999000+02:00,327204537.75486,120636,5171.517,178936305.93726,0.0,StrategySignal.DO_NOTHING,StrategySignal.DO_NOTHING,StrategySignal.DO_NOTHING,3.4081768980137146,0.0,117838.0088067291,117426.45397046107,82542.4132737049
3279,3279,2023-10-30 14:00:00+02:00,34627.8,34888.2,34555.5,34596.2,29616.429,2023-10-30 14:59:59.999000+02:00,1028144003.53675,328280,15093.392,524053904.42845,0.0,StrategySignal.DO_NOTHING,StrategySignal.DO_NOTHING,StrategySignal.DO_NOTHING,3.4081768980137146,0.0,117729.96959906207,117318.94714530377,82649.93029030782
3280,3280,2023-10-30 15:00:00+02:00,34596.3,34784.9,34474.0,34670.8,18462.707,2023-10-30 15:59:59.999000+02:00,639479287.51704,216957,8161.799,282766627.59912,0.0,StrategySignal.DO_NOTHING,StrategySignal.DO_NOTHING,StrategySignal.DO_NOTHING,3.4081768980137146,0.0,117984.2195956539,117571.94427958557,82396.90917237163
3281,3281,2023-10-30 16:00:00+02:00,34670.8,34850.0,34559.5,34618.3,19090.636,2023-10-30 16:59:59.999000+02:00,662406630.00714,243941,9386.78,325738707.41648,0.0,StrategySignal.DO_NOTHING,StrategySignal.DO_NOTHING,StrategySignal.DO_NOTHING,3.4081768980137146,0.0,117805.29030850819,117393.89669848914,82574.9736320452
3282,3282,2023-10-30 17:00:00+02:00,34618.3,34768.7,34603.2,34664.5,9542.577,2023-10-30 17:59:59.999000+02:00,331032980.05902,136065,5032.299,174581349.22266,0.0,StrategySignal.DO_NOTHING,StrategySignal.DO_NOTHING,StrategySignal.DO_NOTHING,3.4081768980137146,0.0,117962.7480811964,117550.578569854,82418.27690753248
3283,3283,2023-10-30 18:00:00+02:00,34664.5,34664.5,34351.2,34471.1,15332.054,2023-10-30 18:59:59.999000+02:00,528984648.89331,186790,6822.339,235381890.1824,0.0,StrategySignal.DO_NOTHING,StrategySignal.DO_NOTHING,StrategySignal.DO_NOTHING,3.4081768980137146,0.0,117303.60666912055,116894.6851949197,83074.23245992998
3284,3284,2023-10-30 19:00:00+02:00,34471.1,34477.8,34050.0,34316.3,36356.935,2023-10-30 19:59:59.999000+02:00,1244362888.0874,341021,17038.761,583121622.0317,0.0,StrategySignal.DO_NOTHING,StrategySignal.DO_NOTHING,StrategySignal.DO_NOTHING,3.4081768980137146,0.0,116776.02088530804,116369.69918437251,83599.26823816747
3285,3285,2023-10-30 20:00:00+02:00,34316.2,34367.3,34263.7,34318.9,7119.458,2023-10-30 20:59:59.999000+02:00,244360160.937,104285,3271.856,112310068.3256,0.0,StrategySignal.DO_NOTHING,StrategySignal.DO_NOTHING,StrategySignal.DO_NOTHING,3.4081768980137146,0.0,116784.88214524288,116378.5167788649,83590.44980778363
3286,3286,2023-10-30 21:00:00+02:00,34318.9,34445.0,34286.3,34440.0,7234.533,2023-10-30 21:59:59.999000+02:00,248770792.42473,99658,4082.559,140379889.56623,0.0,StrategySignal.DO_NOTHING,StrategySignal.DO_NOTHING,StrategySignal.DO_NOTHING,3.4081768980137146,0.0,117197.61236759233,116789.21319926067,83179.7144541366
3287,3287,2023-10-30 22:00:00+02:00,34440.0,34447.9,34320.1,34426.2,5290.369,2023-10-30 22:59:59.999000+02:00,181920106.8717,87636,2384.095,81988485.643,0.0,StrategySignal.DO_NOTHING,StrategySignal.DO_NOTHING,StrategySignal.DO_NOTHING,3.4081768980137146,0.0,117150.57952639973,116742.41212080103,83226.5199692508
3288,3288,2023-10-30 23:00:00+02:00,34426.2,34593.1,34362.3,34541.9,7070.952,2023-10-30 23:59:59.999000+02:00,243979853.36086,97098,4021.006,138745674.70436,0.0,StrategySignal.DO_NOTHING,StrategySignal.DO_NOTHING,StrategySignal.DO_NOTHING,3.4081768980137146,0.0,117544.90559349993,117134.79507571261,82834.09981717018
3289,3289,2023-10-31 00:00:00+02:00,34542.0,34553.2,34458.0,34475.6,4435.341,2023-10-31 00:59:59.999000+02:00,152965560.6597,66054,2082.883,71834822.1407,0.0,StrategySignal.DO_NOTHING,StrategySignal.DO_NOTHING,StrategySignal.DO_NOTHING,3.4081768980137146,0.0,117318.94346516162,116909.94641615654,83058.96979195796
3290,3290,2023-10-31 01:00:00+02:00,34475.7,34518.6,34451.8,34483.8,3145.239,2023-10-31 01:59:59.999000+02:00,108464797.6041,55897,1726.1,59526268.951,0.0,StrategySignal.DO_NOTHING,StrategySignal.DO_NOTHING,StrategySignal.DO_NOTHING,3.4081768980137146,0.0,117346.89051572535,116937.75575263257,83031.15781920892
3291,3291,2023-10-31 02:00:00+02:00,34483.8,34620.7,34455.0,34525.5,9001.883,2023-10-31 02:59:59.999000+02:00,310878451.35756,110484,4514.696,155932495.23866,0.0,StrategySignal.DO_NOTHING,StrategySignal.DO_NOTHING,StrategySignal.DO_NOTHING,3.4081768980137146,0.0,117489.0114923725,117079.17640276058,82889.72376266822
3292,3292,2023-10-31 03:00:00+02:00,34525.5,34552.7,34400.2,34458.9,6474.087,2023-10-31 03:59:59.999000+02:00,223126574.2639,85911,2666.626,91904930.8112,0.0,StrategySignal.DO_NOTHING,StrategySignal.DO_NOTHING,StrategySignal.DO_NOTHING,3.4081768980137146,0.0,117262.02691096479,116853.3103284554,83115.61124865411
3293,3293,2023-10-31 04:00:00+02:00,34458.9,34478.3,34269.8,34361.0,8892.128,2023-10-31 04:59:59.999000+02:00,305543520.42092,118118,4003.697,137580133.9784,0.0,StrategySignal.DO_NOTHING,StrategySignal.DO_NOTHING,StrategySignal.DO_NOTHING,3.4081768980137146,0.0,116928.36639264924,116521.29398199175,83447.65906964541
3294,3294,2023-10-31 05:00:00+02:00,34361.1,34390.6,34206.1,34219.9,8040.682,2023-10-31 05:59:59.999000+02:00,275678530.4322,114656,3817.9,130908566.7397,0.0,StrategySignal.DO_NOTHING,StrategySignal.DO_NOTHING,StrategySignal.DO_NOTHING,3.4081768980137146,0.0,116447.47263233952,116042.76991165448,83926.2285031681
3295,3295,2023-10-31 06:00:00+02:00,34219.9,34296.6,34186.7,34240.7,6462.549,2023-10-31 06:59:59.999000+02:00,221287341.17536,94319,3752.235,128489327.2256,0.0,StrategySignal.DO_NOTHING,StrategySignal.DO_NOTHING,StrategySignal.DO_NOTHING,3.4081768980137146,0.0,116518.36271181819,116113.31066759363,83855.68106009743
3296,3296,2023-10-31 07:00:00+02:00,34240.6,34345.5,34160.7,34285.2,7989.908,2023-10-31 07:59:59.999000+02:00,273787160.754,100518,4175.117,143078449.0758,0.0,StrategySignal.DO_NOTHING,StrategySignal.DO_NOTHING,StrategySignal.DO_NOTHING,3.4081768980137146,0.0,116670.02658377979,116264.22718871347,83704.75023237412
3297,3297,2023-10-31 08:00:00+02:00,34285.2,34360.0,34137.6,34255.9,10448.176,2023-10-31 08:59:59.999000+02:00,358067372.06855,127903,5282.02,181054287.4578,0.0,StrategySignal.DO_NOTHING,StrategySignal.DO_NOTHING,StrategySignal.DO_NOTHING,3.4081768980137146,0.0,116570.167000668,116164.85968154918,83804.12715939192
3298,3298,2023-10-31 09:00:00+02:00,34256.0,34306.9,34080.0,34151.9,12940.934,2023-10-31 09:59:59.999000+02:00,442183058.651,148655,5216.955,178266108.105,0.0,StrategySignal.DO_NOTHING,StrategySignal.DO_NOTHING,StrategySignal.DO_NOTHING,3.4081768980137146,0.0,116215.71660327459,115812.15590185339,84156.86437474529
3299,3299,2023-10-31 10:00:00+02:00,34151.9,34437.8,34016.8,34414.0,27196.146,2023-10-31 10:59:59.999000+02:00,932002566.96425,285214,15563.587,533566192.83383,0.0,StrategySignal.DO_NOTHING,StrategySignal.DO_NOTHING,StrategySignal.DO_NOTHING,3.4081768980137146,0.0,117108.99976824397,116701.03725433673,83267.89875797495
3300,3300,2023-10-31 11:00:00+02:00,34414.1,34478.1,34352.9,34428.0,9808.251,2023-10-31 11:59:59.999000+02:00,337528337.0242,125059,5322.808,183192559.8623,0.0,StrategySignal.DO_NOTHING,StrategySignal.DO_NOTHING,StrategySignal.DO_NOTHING,3.4081768980137146,0.0,117156.71424481616,116748.51660929578,83220.414902062
3301,3301,2023-10-31 12:00:00+02:00,34428.1,34470.0,34366.0,34454.0,5982.656,2023-10-31 12:59:59.999000+02:00,205948753.4955,88571,2819.883,97086133.4248,0.0,StrategySignal.DO_NOTHING,StrategySignal.DO_NOTHING,StrategySignal.DO_NOTHING,3.4081768980137146,0.0,117245.32684416452,116836.69255421973,83132.23059822366
3302,3302,2023-10-31 13:00:00+02:00,34453.9,34563.6,34404.0,34504.0,10132.412,2023-10-31 13:59:59.999000+02:00,349487759.44013,145948,5331.295,183901380.99793,0.0,StrategySignal.DO_NOTHING,StrategySignal.DO_NOTHING,StrategySignal.DO_NOTHING,3.4081768980137146,0.0,117415.73568906522,117006.26167907348,82962.64539853453
3303,3303,2023-10-31 14:00:00+02:00,34504.1,34533.1,34278.6,34316.5,15372.685,2023-10-31 14:59:59.999000+02:00,528702682.8666,183255,6345.112,218213504.0645,0.0,StrategySignal.DO_NOTHING,StrategySignal.DO_NOTHING,StrategySignal.DO_NOTHING,3.4081768980137146,0.0,116776.70252068764,116370.37746087192,83598.58989736873
3304,3304,2023-10-31 15:00:00+02:00,34316.5,34355.0,34152.4,34227.0,14365.287,2023-10-31 15:59:59.999000+02:00,492224101.02784,175740,6897.741,236372637.7364,0.0,StrategySignal.DO_NOTHING,StrategySignal.DO_NOTHING,StrategySignal.DO_NOTHING,3.4081768980137146,0.0,116471.67068831541,116066.84872738371,83902.14740481225
3305,3305,2023-10-31 16:00:00+02:00,34227.0,34382.9,34133.7,34331.0,19754.519,2023-10-31 16:59:59.999000+02:00,677111600.76115,228091,10215.472,350162734.109,0.0,ActionType.BUY,StrategySignal.DO_NOTHING,StrategySignal.DO_NOTHING,3.4081768980137146,0.0,116826.12108570883,116419.55250707951,83549.41018945888
3306,3306,2023-10-31 17:00:00+02:00,34331.1,34386.7,34160.4,34290.2,15320.762,2023-10-31 17:59:59.999000+02:00,524956846.4076,196787,7751.339,265612720.4085,0.0,ActionType.BUY,StrategySignal.DO_NOTHING,StrategySignal.DO_NOTHING,3.4081768980137146,0.0,116687.06746826986,116281.18410119884,83687.7917124052
3307,3307,2023-10-31 18:00:00+02:00,34290.3,34546.6,34240.0,34445.0,16091.451,2023-10-31 18:59:59.999000+02:00,553776825.23305,187023,8873.973,305400912.04415,0.0,ActionType.BUY,StrategySignal.DO_NOTHING,StrategySignal.DO_NOTHING,3.4081768980137146,0.0,117214.6532520824,116806.17011174605,83162.7559341677
3308,3308,2023-10-31 19:00:00+02:00,34445.1,34453.9,34366.4,34397.3,6785.959,2023-10-31 19:59:59.999000+02:00,233438561.1611,89848,3169.253,109017633.715,0.0,ActionType.BUY,StrategySignal.DO_NOTHING,StrategySignal.DO_NOTHING,3.4081768980137146,0.0,117052.08321404716,116644.40116663558,83324.5402146711
3309,3309,2023-10-31 20:00:00+02:00,34397.3,34516.0,34353.6,34491.6,6893.094,2023-10-31 20:59:59.999000+02:00,237350745.2316,84680,3903.245,134418868.5395,0.0,ActionType.BUY,StrategySignal.DO_NOTHING,StrategySignal.DO_NOTHING,3.4081768980137146,0.0,117373.47429552983,116964.20853610974,83004.70252805745
3310,3310,2023-10-31 21:00:00+02:00,34491.6,34632.0,34447.9,34553.5,14961.685,2023-10-31 21:59:59.999000+02:00,516563344.84382,149371,8103.582,279812184.50752,0.0,ActionType.BUY,StrategySignal.DO_NOTHING,StrategySignal.DO_NOTHING,3.4081768980137146,0.0,117584.44044551688,117174.13511267868,82794.7560508423
3311,3311,2023-10-31 22:00:00+02:00,34553.6,34740.0,34530.5,34651.7,14667.64,2023-10-31 22:59:59.999000+02:00,508016425.68727,167897,7393.595,256115857.69431,0.0,ActionType.BUY,StrategySignal.DO_NOTHING,StrategySignal.DO_NOTHING,3.4081768980137146,0.0,117919.12341690183,117507.16887389142,82461.6907186529
3312,3312,2023-10-31 23:00:00+02:00,34651.7,34744.7,34439.5,34494.0,12136.259,2023-10-31 23:59:59.999000+02:00,419748325.47004,140875,5621.314,194482838.65568,0.0,ActionType.BUY,StrategySignal.DO_NOTHING,StrategySignal.DO_NOTHING,3.4081768980137146,0.0,117381.65392008507,116972.34785410271,82996.56243847236
3313,3313,2023-11-01 00:00:00+02:00,34494.0,34660.0,34455.6,34571.7,6743.303,2023-11-01 00:59:59.999000+02:00,233075623.69946,88494,3660.413,126515395.75246,0.0,ActionType.BUY,StrategySignal.DO_NOTHING,StrategySignal.DO_NOTHING,3.4081768980137146,0.0,117646.46926506073,117235.85827412544,82733.02703815549
3314,3314,2023-11-01 01:00:00+02:00,34571.7,34677.0,34528.5,34651.4,5988.111,2023-11-01 01:59:59.999000+02:00,207256385.4733,81161,3031.079,104913330.9772,0.0,ActionType.BUY,StrategySignal.DO_NOTHING,StrategySignal.DO_NOTHING,3.4081768980137146,0.0,117918.10096383243,117506.15145914232,82462.70822985102
3315,3315,2023-11-01 02:00:00+02:00,34651.4,34684.0,34506.7,34522.3,11707.408,2023-11-01 02:59:59.999000+02:00,404972946.55546,163247,4599.907,159132500.40816,0.0,ActionType.BUY,StrategySignal.DO_NOTHING,StrategySignal.DO_NOTHING,3.4081768980137146,0.0,117478.10532629887,117068.32397876996,82900.57721544831
3316,3316,2023-11-01 03:00:00+02:00,34522.3,34575.0,34475.3,34507.0,5253.835,2023-11-01 03:59:59.999000+02:00,181389345.0601,75390,2740.104,94613573.8271,0.0,ActionType.BUY,StrategySignal.DO_NOTHING,StrategySignal.DO_NOTHING,3.4081768980137146,0.0,117425.96021975925,117016.43582656469,82952.47028655319
3317,3317,2023-11-01 04:00:00+02:00,34507.0,34512.0,34434.5,34466.2,4224.729,2023-11-01 04:59:59.999000+02:00,145672371.571,57249,1730.027,59657794.6572,0.0,ActionType.BUY,StrategySignal.DO_NOTHING,StrategySignal.DO_NOTHING,3.4081768980137146,0.0,117286.90660232028,116878.06742068403,83090.85180949952
3318,3318,2023-11-01 05:00:00+02:00,34466.2,34482.4,34406.4,34430.0,4796.034,2023-11-01 05:59:59.999000+02:00,165193921.52033,60120,1968.652,67810848.1868,0.0,ActionType.BUY,StrategySignal.DO_NOTHING,StrategySignal.DO_NOTHING,3.4081768980137146,0.0,117163.5305986122,116755.29937428993,83213.63149407443
3319,3319,2023-11-01 06:00:00+02:00,34429.9,34484.0,34400.0,34456.6,4147.725,2023-11-01 06:59:59.999000+02:00,142877021.3985,57217,2378.485,81938235.4004,0.0,ActionType.BUY,StrategySignal.DO_NOTHING,StrategySignal.DO_NOTHING,3.4081768980137146,0.0,117254.18810409935,116845.51014871211,83123.41216783982
3320,3320,2023-11-01 07:00:00+02:00,34456.6,34459.9,34342.5,34364.9,6196.707,2023-11-01 07:59:59.999000+02:00,213178439.4888,79920,2965.628,102030964.1344,0.0,ActionType.BUY,StrategySignal.DO_NOTHING,StrategySignal.DO_NOTHING,3.4081768980137146,0.0,116941.6582825515,116534.52037373035,83434.43142406965
3321,3321,2023-11-01 08:00:00+02:00,34365.0,34434.4,34330.4,34422.9,4858.899,2023-11-01 08:59:59.999000+02:00,167101693.5641,70468,2694.222,92655208.7226,0.0,ActionType.BUY,StrategySignal.DO_NOTHING,StrategySignal.DO_NOTHING,3.4081768980137146,0.0,117139.3325426363,116731.2205585607,83237.71259243028
3322,3322,2023-11-01 09:00:00+02:00,34422.9,34520.0,34404.8,34463.9,5804.372,2023-11-01 09:59:59.999000+02:00,200104882.7378,75771,3123.869,107692107.104,0.0,ActionType.BUY,StrategySignal.DO_NOTHING,StrategySignal.DO_NOTHING,3.4081768980137146,0.0,117279.06779545486,116870.26724094077,83098.6527286852
3323,3323,2023-11-01 10:00:00+02:00,34464.0,34497.0,34424.9,34454.0,3729.912,2023-11-01 10:59:59.999000+02:00,128541799.2017,54190,1790.342,61703216.6905,0.0,ActionType.BUY,StrategySignal.DO_NOTHING,StrategySignal.DO_NOTHING,3.4081768980137146,0.0,117245.32684416452,116836.69255421973,83132.23059822366
3324,3324,2023-11-01 11:00:00+02:00,34454.0,34515.1,34424.6,34499.9,3565.078,2023-11-01 11:59:59.999000+02:00,122882985.9066,51326,1813.154,62500511.1016,0.0,ActionType.BUY,StrategySignal.DO_NOTHING,StrategySignal.DO_NOTHING,3.4081768980137146,0.0,117401.76216378335,116992.35701083546,82976.55138490903
3325,3325,2023-11-01 12:00:00+02:00,34500.0,34502.0,34366.0,34387.6,5941.977,2023-11-01 12:59:59.999000+02:00,204524703.6082,75324,2404.701,82770200.3384,0.0,ActionType.BUY,StrategySignal.DO_NOTHING,StrategySignal.DO_NOTHING,3.4081768980137146,0.0,117019.02389813641,116611.50475641394,83357.43974341081
3326,3326,2023-11-01 13:00:00+02:00,34387.5,34469.9,34354.0,34442.9,6427.611,2023-11-01 13:59:59.999000+02:00,221141200.5029,77935,3546.956,122043842.7906,0.0,ActionType.BUY,StrategySignal.DO_NOTHING,StrategySignal.DO_NOTHING,3.4081768980137146,0.0,117207.49608059658,116799.0482085022,83169.87851255463
3327,3327,2023-11-01 14:00:00+02:00,34442.9,34949.6,34355.0,34825.4,37462.012,2023-11-01 14:59:59.999000+02:00,1299461536.63151,338823,21872.4,758703967.39235,0.0,ActionType.BUY,StrategySignal.DO_NOTHING,StrategySignal.DO_NOTHING,3.4081768980137146,0.0,118511.12374408683,118096.25201363336,81872.55173493289
3328,3328,2023-11-01 15:00:00+02:00,34825.4,35249.0,34400.0,34612.7,97543.174,2023-11-01 15:59:59.999000+02:00,3391115696.9053,872961,46576.432,1620459183.62514,0.0,ActionType.BUY,StrategySignal.DO_NOTHING,StrategySignal.DO_NOTHING,3.4081768980137146,0.0,117786.20451787929,117374.9049565055,82593.96717441041
3329,3329,2023-11-01 16:00:00+02:00,34612.8,34676.7,34076.0,34184.6,42238.952,2023-11-01 16:59:59.999000+02:00,1452177961.46954,428885,18642.649,641076664.0769,0.0,ActionType.BUY,StrategySignal.DO_NOTHING,StrategySignal.DO_NOTHING,3.4081768980137146,0.0,116327.16398783962,115923.05410950774,84045.95565414861
3330,3330,2023-11-01 17:00:00+02:00,34184.2,34323.2,34164.1,34296.9,18166.652,2023-11-01 17:59:59.999000+02:00,622439408.0925,225250,9147.795,313434494.2909,0.0,ActionType.BUY,StrategySignal.DO_NOTHING,StrategySignal.DO_NOTHING,3.4081768980137146,0.0,116709.90225348658,116303.90636392926,83665.06729564685
3331,3331,2023-11-01 18:00:00+02:00,34296.9,34559.4,34288.8,34458.4,18477.224,2023-11-01 18:59:59.999000+02:00,636188986.95715,204062,10019.438,344994865.76485,0.0,ActionType.BUY,StrategySignal.DO_NOTHING,StrategySignal.DO_NOTHING,3.4081768980137146,0.0,117260.3228225158,116851.61463720686,83117.307100651
3332,3332,2023-11-01 19:00:00+02:00,34458.4,34544.0,34343.0,34526.8,13245.409,2023-11-01 19:59:59.999000+02:00,456529285.371,154053,6584.718,226992500.0073,0.0,ActionType.BUY,StrategySignal.DO_NOTHING,StrategySignal.DO_NOTHING,3.4081768980137146,0.0,117493.44212233993,117083.58520000678,82885.31454747629
3333,3333,2023-11-01 20:00:00+02:00,34527.0,34750.0,34450.3,34579.3,27598.918,2023-11-01 20:59:59.999000+02:00,954339664.49598,331703,14325.907,495458273.86832,0.0,ActionType.BUY,StrategySignal.DO_NOTHING,StrategySignal.DO_NOTHING,3.4081768980137146,0.0,117672.37140948566,117261.63278110322,82707.25008780272
3334,3334,2023-11-01 21:00:00+02:00,34579.3,34730.5,34498.0,34564.3,17584.952,2023-11-01 21:59:59.999000+02:00,608478613.7911,229892,8222.481,284554535.10094,0.0,ActionType.BUY,StrategySignal.DO_NOTHING,StrategySignal.DO_NOTHING,3.4081768980137146,0.0,117621.24875601544,117210.7620436471,82758.12564770946
3335,3335,2023-11-01 22:00:00+02:00,34564.1,35599.0,34538.6,35493.7,50975.817,2023-11-01 22:59:59.999000+02:00,1786911341.29491,480376,29290.201,1027342181.10688,0.0,ActionType.BUY,StrategySignal.DO_NOTHING,StrategySignal.DO_NOTHING,3.4081768980137146,0.0,120788.80836502937,120362.71293642852,79605.87595588817
3336,3336,2023-11-01 23:00:00+02:00,35494.5,35734.0,35119.2,35409.3,48105.789,2023-11-01 23:59:59.999000+02:00,1702670868.96698,495649,23728.206,840103636.21226,0.0,ActionType.BUY,StrategySignal.DO_NOTHING,StrategySignal.DO_NOTHING,3.4081768980137146,0.0,120501.15823483703,120076.48025367541,79892.13577296339
